LA Name,Centre Type,School Name,Address Line1,Address Line2,Address Line3,Post Code,Unique Property Reference Number (UPRN)
North Lanarkshire,Local Authority,Glenboig Primary School,5 South Medrox Street,Glenboig,COATBRIDGE,ML5 2RU,118180386
North Lanarkshire,Local Authority,Our Lady & St Joseph's Primary School,5 South Medrox Street,Glenboig,COATBRIDGE,ML5 2RU,118106872
North Lanarkshire,Local Authority,Greengairs Primary School,Greengairs Road,Greengairs,AIRDRIE,ML6 7TE,118038025
North Lanarkshire,Local Authority,Kirk O'Shotts Primary School,School Road,Salsburgh,SHOTTS,ML7 4NS,118174318
North Lanarkshire,Local Authority,New Monkland Primary School,Raebog Road,Glenmavis,AIRDRIE,ML6 0NW,118135284
North Lanarkshire,Local Authority,Glengowan Primary School,Drumfin Avenue,Caldercruix,AIRDRIE,ML6 7QP,118181185
North Lanarkshire,Local Authority,Plains Primary School,1 Annieshill View,Plains,AIRDRIE,ML6 7NY,118183039
North Lanarkshire,Local Authority,St David's Primary School,1 Annieshill View,Plains,AIRDRIE,ML6 7NY,118183039
North Lanarkshire,Local Authority,St Mary's Primary School (Coatbridge),Dundyvan Road,Whifflet,COATBRIDGE,ML5 4BA,118120896
North Lanarkshire,Local Authority,Airdrie Academy,South Commonhead Avenue,Airdrie,,ML6 6NX,118140728
North Lanarkshire,Local Authority,Caldervale High School,Towers Road,Airdrie,,ML6 8PG,118008182
North Lanarkshire,Local Authority,St Margaret's High School,Waverley Drive,Airdrie,,ML6 6EU,118139527
North Lanarkshire,Local Authority,Coatbridge High School,17 Park Street,Coatbridge,,ML5 3NP,118121721
North Lanarkshire,Local Authority,St Ambrose High School,65 Townhead Road,Coatbridge,,ML5 2HT,118184291
North Lanarkshire,Local Authority,Mavisbank School,Mitchell Street,Airdrie,,ML6 0EB,118132990
North Lanarkshire,Local Authority,Portland High School,31-33 Kildonan Street,Coatbridge,,ML5 3LG,118123303
North Lanarkshire,Local Authority,Calderbridge Primary School,Coltness Road,Coltness,WISHAW,ML2 7EY,118183788
North Lanarkshire,Local Authority,Allanton Primary School,Dura Road,Allanton,SHOTTS,ML7 5AB,118051150
North Lanarkshire,Local Authority,Lawmuir Primary School,Footfield Road,Orbiston,BELLSHILL,ML4 2BY,118063393
North Lanarkshire,Local Authority,Noble Primary School,Shirrel Avenue,Bellshill,,ML4 1JR,118117175
North Lanarkshire,Local Authority,Sacred Heart Primary School,Liberty Road,Orbiston,BELLSHILL,ML4 2EU,118063226
North Lanarkshire,Local Authority,St Gerard's Primary School,Kelvin Road,Bellshill,,ML4 1LN,118117437
North Lanarkshire,Local Authority,Cambusnethan Primary School,53 Branchal Road,Cambusnethan,WISHAW,ML2 8PD,118168134
North Lanarkshire,Local Authority,Our Lady & St Francis Primary School,Newarthill Road,Carfin,MOTHERWELL,ML1 5AL,118084705
North Lanarkshire,Local Authority,Chapelhall Primary School,1 Honeywell Crescent,Chapelhall,AIRDRIE,ML6 8XW,118167577
North Lanarkshire,Local Authority,St Aloysius' Primary School,1 Honeywell Crescent,Chapelhall,AIRDRIE,ML6 8XW,118181184
North Lanarkshire,Local Authority,Cleland Primary School,26 Main Street,Cleland,MOTHERWELL,ML1 5QN,118046565
North Lanarkshire,Local Authority,St Mary's Primary School (Cleland),Chapel Street,Cleland,MOTHERWELL,ML1 5QX,118095877
North Lanarkshire,Local Authority,Holytown Primary School,Willow Grove,Holytown,MOTHERWELL,ML1 4SR,118136655
North Lanarkshire,Local Authority,Mossend Primary School,Calder Road,Mossend,BELLSHILL,ML4 2RH,118070773
North Lanarkshire,Local Authority,Holy Family Primary School,Hope Street,Mossend,BELLSHILL,ML4 1QA,118124086
North Lanarkshire,Local Authority,Morningside Primary School,School Road,Morningside,WISHAW,ML2 9QW,118048479
North Lanarkshire,Local Authority,Cathedral Primary School,171 Milton Street,Motherwell,,ML1 1DH,118183037
North Lanarkshire,Local Authority,Glencairn Primary School,Glencairn Street,Motherwell,,ML1 1TT,118073190
North Lanarkshire,Local Authority,Knowetop Primary School,Knowetop Avenue,Motherwell,,ML1 2AG,118071642
North Lanarkshire,Local Authority,Ladywell Primary School,240 Ladywell Road,Motherwell,,ML1 3EU,118067096
North Lanarkshire,Local Authority,Logans Primary School,Logans Road,Motherwell,,ML1 3PH,118061083
North Lanarkshire,Local Authority,Muir Street Primary School,Parkneuk Street,Motherwell,,ML1 1BY,118065316
North Lanarkshire,Local Authority,Muirhouse Primary School,66 Barons Road,Motherwell,,ML1 2NB,118076760
North Lanarkshire,Local Authority,St Bernadette's Primary,Vickers Street,Motherwell,,ML1 3RE,118061049
North Lanarkshire,Local Authority,St Brendan's Primary School,45 Barons Road,Motherwell,,ML1 2NB,118076761
North Lanarkshire,Local Authority,Netherton Primary School,Netherton Road,Wishaw,,ML2 0DD,118087008
North Lanarkshire,Local Authority,Newarthill Primary School,High Street,Newarthill,MOTHERWELL,ML1 5JU,118089097
North Lanarkshire,Local Authority,St Teresa's Primary School,85A Loanhead Road,Newarthill,MOTHERWELL,ML1 5AY,118085960
North Lanarkshire,Local Authority,Keir Hardie Memorial Primary,Brannock Road,Newarthill,MOTHERWELL,ML1 5DU,118085961
North Lanarkshire,Local Authority,Newmains Primary School,2 Stewart Crescent,Newmains,WISHAW,ML2 9DH,118198967
North Lanarkshire,Local Authority,St Brigid's Primary School,2 Stewart Crescent,Newmains,WISHAW,ML2 9DE,118198968
North Lanarkshire,Local Authority,New Stevenston Primary School,10 Coronation Road East,New Stevenston,MOTHERWELL,ML1 4HX,118181189
North Lanarkshire,Local Authority,St Patrick's Primary School (New Stevenston),10 Coronation Road East,New Stevenston,MOTHERWELL,ML1 4HX,118181189
North Lanarkshire,Local Authority,Dykehead Primary School,Easter Road,Shotts,,ML7 4AS,118056862
North Lanarkshire,Local Authority,St Patrick's Primary School (Shotts),Station Road,Shotts,,ML7 4BJ,118051783
North Lanarkshire,Local Authority,Stane Primary School,Torbothie Road,Shotts,,ML7 5JJ,118059193
North Lanarkshire,Local Authority,Tannochside Primary School,111 Douglas Street,Tannochside,UDDINGSTON,G71 5EF,118175542
North Lanarkshire,Local Authority,Wishaw Academy Primary School,Lochpark,Wishaw,,ML2 7EB,118181191
North Lanarkshire,Local Authority,Berryhill Primary School,Hillcrest Avenue,Craigneuk,WISHAW,ML2 7RB,118088315
North Lanarkshire,Local Authority,St Aidan's Primary School,Coltness Road,Wishaw,,ML2 7EY,118044436
North Lanarkshire,Local Authority,St Ignatius' Primary School,Lochpark,Wishaw,,ML2 7EB,118172989
North Lanarkshire,Local Authority,St Thomas' Primary School,Caledonian Road,Wishaw,,ML2 0HY,118091644
North Lanarkshire,Local Authority,Thornlie Primary School,Lomond Drive,Wishaw,,ML2 0JR,118091645
North Lanarkshire,Local Authority,Alexander Peden Primary,West Main Street,Harthill,SHOTTS,ML7 5TU,118058575
North Lanarkshire,Local Authority,Bellshill Academy,321 Main Street,Bellshill,,ML4 1AR,118114371
North Lanarkshire,Local Authority,Braidhurst High School,Dalriada Crescent,Motherwell,,ML1 3XF,118068897
North Lanarkshire,Local Authority,Dalziel High School,Crawford Street,Motherwell,,ML1 3AG,118063937
North Lanarkshire,Local Authority,Our Lady's High School - Motherwell,Dalzell Drive,Motherwell,,ML1 2DG,118076845
North Lanarkshire,Local Authority,Calderhead High School,Dyfrig Street,Shotts,,ML7 4DH,118056907
North Lanarkshire,Local Authority,St Aidan's High School,Waverley Drive,Wishaw,,ML2 7EW,118092735
North Lanarkshire,Local Authority,Coltness High School,Mossland Drive,Coltness,WISHAW,ML2 8NA,118043126
North Lanarkshire,Local Authority,Clyde Valley High School,Castlehill Road,Wishaw,,ML2 0LS,118188937
North Lanarkshire,Local Authority,Bothwellpark High School,Annan Street,Motherwell,,ML1 2DL,118078873
North Lanarkshire,Local Authority,Clydeview School,Vickers Street,Motherwell,,ML1 3RE,118183027
South Lanarkshire,Local Authority,Victoria Park School,Market Road,Carluke,,ML8 4BE,484166074
North Lanarkshire,Local Authority,Christ The King Primary,Melrose Avenue,Holytown,MOTHERWELL,ML1 4SG,118136813
North Lanarkshire,Local Authority,Fallside School,Sanderson Avenue,Viewpark,UDDINGSTON,G71 6JZ,118100253
North Lanarkshire,Local Authority,Cardinal Newman High School,Main Street,Bellshill,,ML4 3DW,118106873
North Lanarkshire,Local Authority,Taylor High School,Carfin Street,New Stevenston,MOTHERWELL,ML1 4JP,118080188
North Lanarkshire,Local Authority,Brannock High School,Loanhead Road,Newarthill,MOTHERWELL,ML1 5AU,118085008
North Lanarkshire,Local Authority,Aitkenhead Primary School,Lincoln Avenue,Tannochside,UDDINGSTON,G71 5QZ,118114657
South Lanarkshire,Local Authority,St Andrew's and St Bride's High School,Platthorn Drive,East Kilbride,,G74 1NL,484155365
South Lanarkshire,Local Authority,Dalserf Primary School,Ashgillhead Road,Ashgill,LARKHALL,ML9 3FJ,484151350
South Lanarkshire,Local Authority,Auchinraith Primary School,Victoria Street,Blantyre,,G72 0BF,484163542
South Lanarkshire,Local Authority,David Livingstone Memorial Primary School,Morven Avenue,Blantyre,,G72 9JY,484175445
South Lanarkshire,Local Authority,St Blane's Primary School,Fernslea Avenue,Blantyre,,G72 9PT,484161741
South Lanarkshire,Local Authority,St Joseph's Primary School,Park Lane,Blantyre,,G72 9AS,484155860
South Lanarkshire,Local Authority,Bothwell Primary School,Blantyre Road,Bothwell,,G71 8PJ,484164176
South Lanarkshire,Local Authority,St Bride's Primary School (Bothwell),Ailsa Road,Bothwell,,G71 8LP,484151272
South Lanarkshire,Local Authority,Glenlee Primary School,Anderson Street,Burnbank,HAMILTON,ML3 0QL,484158666
South Lanarkshire,Local Authority,Beckford Primary School,Auchinraith Avenue,Hamilton,,ML3 0JQ,484139658
South Lanarkshire,Local Authority,Chatelherault Primary School,Silvertonhill Avenue,Hamilton,,ML3 7NT,484156268
South Lanarkshire,Local Authority,Neilsland Primary School,Highstonehall Road,Hamilton,,ML3 8LU,484175674
South Lanarkshire,Local Authority,Our Lady and St Anne's Primary School,Hall Street,Hamilton,,ML3 6RZ,484161633
South Lanarkshire,Local Authority,St Cuthbert's Primary School,Greenfield Road,Burnbank,HAMILTON,ML3 0RG,484159275
South Lanarkshire,Local Authority,St John's Primary School (Hamilton),Dixon Street,Hamilton,,ML3 6PZ,484160710
South Lanarkshire,Local Authority,St Mary's Primary School (Hamilton),Cadzow Street,,HAMILTON,ML3 6JT,484165172
South Lanarkshire,Local Authority,St Ninian's Primary School,13 St Ninian's Road,Hillhouse,HAMILTON,ML3 9TS,484162251
South Lanarkshire,Local Authority,St Paul's Primary School,Backmuir Road,Whitehill,HAMILTON,ML3 0PX,484053700
South Lanarkshire,Local Authority,St Peter's Primary School,Highstonehall Road,Laighstonehall,HAMILTON,ML3 8LU,484175676
South Lanarkshire,Local Authority,Townhill Primary School,Melfort Road,Hamilton,,ML3 9UR,484163667
South Lanarkshire,Local Authority,Udston Primary School,Thornhill Road,Hillhouse,HAMILTON,ML3 9PS,484164974
South Lanarkshire,Local Authority,High Blantyre Primary School,Broompark Road,High Blantyre,,G72 9SH,484154805
South Lanarkshire,Local Authority,Craigbank Primary School,Glengonnar Street,Strutherhill,LARKHALL,ML9 1EL,484156419
South Lanarkshire,Local Authority,Glengowan Primary School,Summerlee Road,Larkhall,,ML9 2UH,484165224
South Lanarkshire,Local Authority,Hareleeshill Primary School,Myrtle Lane,Larkhall,,ML9 2RQ,484162210
South Lanarkshire,Local Authority,Machanhill Primary School,Machanhill,,LARKHALL,ML9 2HG,484180295
South Lanarkshire,Local Authority,Robert Smillie Memorial Primary School,Glen Avenue,Larkhall,,ML9 1NJ,484164576
South Lanarkshire,Local Authority,St Mary's Primary School (Larkhall),Raploch Road,Larkhall,,ML9 1AN,484079748
South Lanarkshire,Local Authority,Netherburn Primary School,Overton Road,Netherburn,LARKHALL,ML9 3BT,484163748
South Lanarkshire,Local Authority,Quarter Primary School,Limekilnburn Road,Quarter,HAMILTON,ML3 7XA,484175141
South Lanarkshire,Local Authority,Sandford Primary School,Stonehouse Road,Sandford,STRATHAVEN,ML10 6PD,484057570
South Lanarkshire,Local Authority,Stonehouse Primary School,Townhead Street,Stonehouse,,ML9 3EL,484175140
South Lanarkshire,Local Authority,Muiredge Primary School,Watson Street,,UDDINGSTON,G71 7JL,484057247
South Lanarkshire,Local Authority,St John The Baptist Primary School,North British Road,Uddingston,,G71 7AG,484057283
South Lanarkshire,Local Authority,Hamilton Grammar School,Auchincampbell Road,Hamilton,,ML3 6PE,484066038
South Lanarkshire,Local Authority,Holy Cross High School,51 New Park Street,Hamilton,,ML3 0BN,484154700
South Lanarkshire,Local Authority,St John Ogilvie High School,Farm Road,Burnbank,HAMILTON,ML3 9LA,484158667
South Lanarkshire,Local Authority,Larkhall Academy,Broomhill Road,Larkhall,,ML9 1QN,484145947
South Lanarkshire,Local Authority,Uddingston Grammar School,Old Glasgow Road,Uddingston,,G71 7BT,484161827
South Lanarkshire,Local Authority,St Elizabeth's Primary School,William Drive,Eddlewood,HAMILTON,ML3 7RQ,484062437
South Lanarkshire,Local Authority,Sanderson High School,High Common Road,St Leonards,EAST KILBRIDE,G74 2LP,484159701
South Lanarkshire,Local Authority,St Mark's Primary School (Hamilton),Sherry Drive,Little Earnock,HAMILTON,ML3 8XF,484175443
South Lanarkshire,Local Authority,Woodhead Primary School,Woodhead Crescent,Hamilton,,ML3 8TB,484173687
South Lanarkshire,Local Authority,Newfield Primary School,Muirhead,Stonehouse,,ML9 3HG,484166054
South Lanarkshire,Local Authority,Woodside Primary School,Johnstone Road,Slivertonhill,HAMILTON,ML3 7JR,484179014
South Lanarkshire,Local Authority,Auldhouse Primary School,Auldhouse,East Kilbride,,G75 9DW,484124310
South Lanarkshire,Local Authority,Calderglen High School,High Common Road,St Leonard's,EAST KILBRIDE,G74 2LP,484159700
South Lanarkshire,Local Authority,Calderside Academy,Calder Street,Blanytre,,G72 0AX,484157055
South Lanarkshire,Local Authority,Chapelton Primary School,Glasgow Road,Chapelton,STRATHAVEN,ML10 6RS,484139629
South Lanarkshire,Local Authority,Blacklaw Primary School,Glen Arroch,St Leonard's,EAST KILBRIDE,G74 2BP,484158988
South Lanarkshire,Local Authority,Canberra Primary School,Belmont Drive,East Kilbride,,G75 8HD,484173484
South Lanarkshire,Local Authority,Castlefield Primary School,25 Lickprivick Road,Greenhills,EAST KILBRIDE,G75 9DH,484155926
South Lanarkshire,Local Authority,East Milton Primary School,Vancouver Drive,Westwood,EAST KILBRIDE,G75 8LG,484176788
South Lanarkshire,Local Authority,Greenhills Primary School,Cedar Drive,East Kilbride,,G75 9JD,484156301
South Lanarkshire,Local Authority,Halfmerke Primary School,Logie Park,,EAST KILBRIDE,G74 4BU,484182783
South Lanarkshire,Local Authority,Heathery Knowe Primary School,Whitehills Terrace,Murray,EAST KILBRIDE,G75 0NG,484176215
South Lanarkshire,Local Authority,Hunter Primary School,Crawford Drive,Calderwood,EAST KILBRIDE,G74 3YB,484175446
South Lanarkshire,Local Authority,Kirktonholme Primary School,Dornoch Place,West Mains,EAST KILBRIDE,G74 1DJ,484159271
South Lanarkshire,Local Authority,Long Calderwood Primary,Neville,,EAST KILBRIDE,G74 3QT,484176139
South Lanarkshire,Local Authority,Maxwellton Primary School,Calderwood Road,,EAST KILBRIDE,G74 3DP,484175594
South Lanarkshire,Local Authority,Mount Cameron Primary School,Blacklaw Drive,St Leonard's,EAST KILBRIDE,G74 2EX,484157179
South Lanarkshire,Local Authority,Murray Primary School,Napier Hill,Murray,EAST KILBRIDE,G75 0JP,484173349
South Lanarkshire,Local Authority,Our Lady Of Lourdes Primary School,Carnegie Hill,Murray,EAST KILBRIDE,G75 0AG,484160719
South Lanarkshire,Local Authority,St Hilary's Primary School,High Common Road,St Leonards,EAST KILBRIDE,G74 2AX,484174553
South Lanarkshire,Local Authority,St Kenneth's Primary School,West Mains Road,Lymekilns,EAST KILBRIDE,G74 1PU,484164575
South Lanarkshire,Local Authority,St Leonard's Primary School,Brancumhall,Calderwood,EAST KILBRIDE,G74 3YA,484176554
South Lanarkshire,Local Authority,St Louise's Primary School,Whitehills Terrace,Murray,EAST KILBRIDE,G75 0NF,484061280
South Lanarkshire,Local Authority,St Vincent's Primary School,Crosshouse Road,Greenhills,EAST KILBRIDE,G75 9DG,484156272
South Lanarkshire,Local Authority,South Park Primary School,Netherton Road,East Kilbride,,G75 9DU,484178190
South Lanarkshire,Local Authority,Gilmourton Primary School,Drumclog,,STRATHAVEN,ML10 6QF,484180058
South Lanarkshire,Local Authority,Glassford Primary School,Alston Street,Glassford,STRATHAVEN,ML10 6TG,484178741
South Lanarkshire,Local Authority,St Patrick's Primary School,Commercial Road,,STRATHAVEN,ML10 6JW,484186601
South Lanarkshire,Local Authority,Wester Overton Primary School,Ashkirk Road,Strathaven,,ML10 6JT,484159957
South Lanarkshire,Local Authority,Mossneuk Primary School,Mossneuk Drive,East Kilbride,,G75 8XQ,484176646
South Lanarkshire,Local Authority,Duncanrig Secondary School,Winnipeg Drive,East Kilbride,,G75 8ZT,484157058
South Lanarkshire,Local Authority,Strathaven Academy,Bowling Green Road,Strathaven,,ML10 6DP,484159294
South Lanarkshire,Local Authority,Greenburn School,Calderwood Road,East Kilbride,,G74 3DP,484175595
South Lanarkshire,Local Authority,Crosshouse Primary School,Curlew Drive,Greenhills,EAST KILBRIDE,G75 8ZY,484158559
South Lanarkshire,Local Authority,Kirklandpark Primary School,Kirklandpark Avenue,Strathaven,,ML10 6DY,484181229
South Lanarkshire,Local Authority,Mount Cameron Primary School Gaelic Unit,Blacklaw Drive,St Leonard's,EAST KILBRIDE,G74 2EX,484157179
South Lanarkshire,Local Authority,West Mains School,Logie Park,East Kilbride,,G74 4BU,484182785
South Lanarkshire,Local Authority,Abington Primary School,Carlisle Road,Abington,BIGGAR,ML12 6SD,484181069
South Lanarkshire,Local Authority,Auchengray Primary School,Auchengray Road,CARNWATH,LANARK,ML11 8LN,484178789
South Lanarkshire,Local Authority,Bent Primary School,Boghead,Lesmahagow,,ML11 0JD,484166684
South Lanarkshire,Local Authority,Blackwood Primary School,Carlisle Road,Blackwood,LANARK,ML11 9AT,484175347
South Lanarkshire,Local Authority,St John's Primary School (Blackwood),Heathfield Drive,Blackwood,KIRKMUIRHILL,ML11 9SR,484176202
South Lanarkshire,Local Authority,Braehead Primary School,Carnwath Road,Braehead,FORTH,ML11 8EY,484135938
South Lanarkshire,Local Authority,Braidwood Primary School,Monk's Lane,Braidwood,CARLUKE,ML8 5PN,484178739
